,user,comment_time,votes,rating,text,sentiment,feedback
3282,豆芽™😷,2017/9/23,1933,1,心灵是有多不纯洁？拍这玩意需要12年吗？是不是把9年义务教育跟3年高中都算上才凑足了12年？一星都给多了！👎,0,-1
3284,Ron Chan,2017/5/14,50,4,看过卡通版，又因为有Cole Sprouse，所以非常期待，情感线太狗血了，但案件方便处理得很好，虽然号称是“青少年版《双峰》”，但还是差了一大截，不过以厕所台的质量来说，本剧算是很不错了，只希望第一季铺了那么多东西，可以在第二季有升华，不管它最后会有多少季，都但愿不要虎头蛇尾。,1,1
3288,[已注销],2017/7/26,4,2,暂时三星，无聊的时候看一群颜值高的“婊战达人”互相撕也挺解闷的，无奈男主不太符我心意。才看两集，发现剧中人物性格起伏很大，看在是校园剧的份上，静待观察，看看接下来怎么扯吧。已经没兴趣往下看了…,1,-1
3290,游姬队,2017/3/30,24,5,童年回忆杀，画风很特别啊，小时候觉得特别热血和酷炫，也想有个秘密基地,1,1
3291,XYZ,2012/5/27,13,5,那时候我特别爱这部片动漫，小学同学全班一起看的时光。。剧情早就忘了，但是还记得第一次只看了三分钟，从此就爱上了这部片子....,1,1
3293,凉火,2016/5/30,3,4,儿时觉得与数码宝贝一样好看，情怀加一星。,1,1
3294,追忆,2009/12/12,0,4,看过一点点外加漫画，在童年那么多传世动画片面前似乎她就略显逊色了,1,1
3296,不爱™,2009/5/22,0,5,超喜歡頭上冒泡泡的管子～小時候週末會死賴在我哥家看錄像帶,0,1
3303,mmhh,2013/11/29,4,2,居然还有第二部，剧情弱智，只能看看特效。波塞冬和人类的儿子又一次和朋友们拯救世界。男主有了个同父异母的独眼弟弟,1,-1
3304,螂君一本正经,2013/9/1,12,2,神烂尾！哥哥渣就渣在养成备胎太多最后又一副坚定不移爱妹妹的样子。。拒绝黑猫那里我都快哭出来了好么！黑猫真是好女孩。。无人的长椅好撒鼻息。但我怎么都讨厌不起来妹妹。土妹子计划通心机又深真是神烦，最后互殴那里我真想冲进屏幕帮妹妹打她。最后做回兄妹这算神马？？脑洞很大所以自我补洞？,0,-1
3306,VirtualGravity,2013/8/22,6,4,我觉得两个人正好喜欢彼此真的是世界上最开心的事了,1,1
3307,七黛.,2013/8/19,5,2,胆小鬼黑猫 || 后面web放送的三话，你们自己都觉得自己恶心恶心恶心恶心恶心了我怎能不举四肢赞成…！桐乃线就桐乃线吧，反正奇葩兄妹就该相亲相爱呵呵。问题是，这个结局超有病啊？！！把妹子一个个拒了，连自我满足的结婚仪式都办了，才说是限期恋人——？！你TMD在耍我？！|| 后来想想还挺现实的唉,1,-1
3308,Chandler,2013/8/1,9,4,TV二季没什么剧情可言了可是居然我没有第一季那么无聊...14~16结局真特么人渣,1,1
3309,M.,2012/7/18,3,4,爱的时候总是会将一些看似不可理解的疲于解释以为心意相通就能战胜一切，一起回望解释过去之时才会对那些曾经的微不足道释然。也许在一起本来就属于曾经。失意，痛苦，回忆，释然才是对于生活最好的灵药。 地址：http:''site.douban.com'widget'videos'4796708'video'182713',1,1
3310,瑴,2012/7/14,4,5,那些深刻的“小事”，是永遠沒法假裝忘記的。放下，並不意味著遺忘，而是帶著希望，輕裝上陣，重新出發。,0,1
3311,啊尘,2012/7/18,8,3,男主是属于不耐看型 = = 西藏那段感觉有点莫名其妙 太多台词了 镜头画面很棒~,1,0
3313,林三郎,2012/8/8,0,4,亚伦：那天夜里，天下着雨，你一句话也不说，我不知道到底什么困扰着你。尼古拉斯：我记得坐在那个金属凳上，我指着你脚边的泥土，那里传来蟋蟀的叫声，那是我唯一能专心研究的东西。亚伦：我记得我跟你说过那不是蟋蟀叫，是雨水在敲打草地。尼古拉斯：看，你也还记得很多事情。去吧。,1,1
3323,了不起的花轮君,2014/7/3,202,4,其实还不错啊，顺便补了下越共的历史。女主90的，当年一道看蓝色生死恋的同龄人如今已经睡了宋承宪了，值得好好反思一下。,1,1
3324,就用来看片的,2019/11/20,48,5,当人们都以为最后的三分会绝杀的时候，恰好首尾呼应。输赢不重要，在追逐目标的时候，不要忘记享受过程和过程带给自己的提升。,1,1
3325,声色画报,2019/11/26,15,3,现在对印度片有点过誉的感觉，还是类似三傻一样的框架，来讲校园废柴励志的故事，拖沓冗长地讲了两个半小时。也就化妆值得一表。,1,0
3326,Lu,2019/11/25,5,5,類似題材呈現上感覺比《三個傻瓜》差一點，前半段我覺得有些散，但還是不錯的電影。核心價值是教育孩子如何處理與面對失敗，人生不是只有成功才是一切。觀影過程中，其實知道總冠軍賽最後輸掉是必然，但還是很享受四舍魯蛇幫奮力一搏的過程，將這段往事敘述得有聲有色，說明參與其中的歡笑與淚水其價值更勝冠軍的光輝，這也正是他們想告訴兒子與觀眾的。,0,1
3330,柴斯卡,2014/7/3,332,5,真实的犯罪中没有戏剧、没有转折、没有英雄，甚至没有玩弄一切的幕后黑手。更多的是巧合、误会与错过。人们因此将生命浪费于追逐幻影，于虚无中寻找意义，于酒精中自我消沉。如果说十二宫有「贡献」，或许是给了这些人些许「追求」。就是这么荒诞。,1,1
3331,影志,2007/7/14,203,3,《七宗罪》《搏击俱乐部》的大卫·芬奇，拍出这样毫无兴奋点的片子实在是有些失望！,0,0
3332,狷介有乌青,2013/8/23,115,4,案件迷人之处就在于，你觉得自己无限接近于真相，却无法验证它。,1,1
3342,Ada🧣Wong💋💍,2017/4/21,9,5,了解了很多侏罗纪时代的恐龙知识，可谓启蒙之作！,1,1
3346,CharlesChou,2012/5/24,165,5,哭着看完，时代的幽灵，怀旧的枷锁。,1,1
3354,极圈里的燕鱼,2014/6/8,154,5,一部关于爱与责任，勇气与信念的史诗！层次之高是后辈动画无法企及的，境界之深似乎不忍将其称之为动画片。,1,1
3358,蓝星观测员,2017/5/12,17,5,片尾曲《霞光》好听(o゜▽゜)o网易云给推荐了，旋律一响，那一天人类终于想起那无疾而终的动画里的惊艳片段(￣▽￣)~*,1,1
3362,沉雨润心,2011/1/5,0,4,第一次对狼开始反感……,0,1
3365,cesiiia,2012/6/22,0,3,开头特别精彩……开始死朋友之后就弱到没边儿，小女孩儿做心理辅导说话时候一直摇晃的脑袋特别欠抽，想cos伽椰子也欠火候，倒数时候的慎人笑容还是值得表扬滴！,1,0
3366,yolanta,2010/1/19,3,3,极其一般～现在在是凌晨2点～但是一点都没让我害怕～这类“领养”系列的影片近期看过最好的还是《孤儿》，Renee演得十分过火，反而有点可笑，小女孩的演技也不够，怎么看都是个大眼睛的普通孩子。情节也十分老套，基本按观众的想法拍的，不知道要编剧和导演干嘛。海报也一般，黑乎乎的。,1,0
3368,香蕉屎⊙,2011/11/17,1,4,儿童惊悚里面，要么人虐童要么童虐人，人虐童里面晨曦，田园罪恶都做出了业绩，童虐人里面孤儿无疑赛高。39和孤儿当年几乎是同时上映，可惜故事背景单调，daimon girl的来历又不清不楚，好家在气氛不错，小妹子眼神又犀利，还是值得一看,1,1
3369,神户酩人,2018/3/10,69,2,一棵大树，砍掉全部枝杈，只留下主干。殊不知，最迷人的部分便是延伸开来的枝枝叉叉。,0,-1
3370,康报虹,2018/3/8,68,2,必须要澄清一点的是：原著根本不像本片这样简单粗暴、尴尬无脑。原著中多线并行，相互交织，对于真凶的身份也没多过多揣测，而不像不本片一样直接归结为政治阴谋。不仅如此，这本该是一场无视主题、思想、哲学的逃离而非毫无营养的动作大制。建议喜欢的朋友可以移步日版《金色梦乡》或者直接去看原著。,1,-1
3372,Bittersweet,2018/3/9,4,2,音乐6 画面6 导演4 故事3 表演6 印象5 平均4.7'10 当时看日版电影的感觉就是立意很好，故事却很难令人信服。而韩版的改编使人更不能信服，除了将原著本身的寓意直白道出以外，尤其对于快递员身边的那些人如跳梁小丑般的弱化描写，令人无感。,1,-1
3373,汉堡包宝宝爆包,2018/2/15,12,4,会让人默默有些感动，会让人忍不住会心一笑，并不是和日版完全一样的翻拍，有出彩的部分有不如日版的部分，挺好的。最后落幕前伴随着我润的歌声，非常搭，爱我润。,1,1
3377,查克同志,2013/1/25,3,5,这是我目前看过的除布鲁斯南和克雷格系列外最精彩的一部！取景，反派和动作场面又好看又不落俗套。个人特别喜欢道尔顿版的邦德，幽默又深沉，很好的平衡。,1,1
3378,江湖遠人,2012/12/17,7,4,从绅士邦德到硬汉邦德之发端。本片讲述了列宁奖章获得者詹姆斯·邦德改头换面返老还童，爬飞车、搞机枪、抢飞机、炸桥梁，和阿富汗圣战者一起打得红色帝国侵略者魂飞胆丧，最终帮助克格勃清除苏维埃叛徒的故事。英苏友谊万岁，只泡一个好！,1,1
3382,弄臣,2011/9/20,1,5,"鹰的眼睛，狼的耳朵，豹的速度，熊的力量~眼泪水都要出来了~youtube重温中
",1,1
3383,乐事,2009/8/10,1,3,儿童时代的美好回忆，鹰的眼镜，熊的力量，狼的耳朵，豹的速度......,1,0
3384,堂本琥珀去霓虹,2018/5/5,52,3,当同人看都是崩的那种吧。这部作品很狡猾，狡猾在把你最珍贵的【情怀】握在手里操控。明明是屎，但是你也知道哪怕是能再见到曾经那些逝去的人物一秒，也会哭成狗。最后一部官方可能很想力挽狂澜，强行要把剧情和原作圆上。可是真的是拆东墙补西墙。太一真的惨，一会被搞死，一会被强行拉郎。,1,0
3385,哼哼.floweray,2018/5/12,37,2,"放学后，飞奔回家，一面吃着冰棍一面用脚趾头迅速按下熟悉的频道，正好片头的唱到“oh my Love～”，一切都刚刚好。
后来，知道里面那段进行曲是《Bolero》。
后来，跑步的时候，还是感觉《buttterfly》最合拍。
后来，和田光司走了。
后来，我知道我不是被选中的孩子
",1,-1
3387,钱坤一,2018/5/20,22,3,冲奥米加兽干净利落把BOSS宰了，没有听圣母BB给个好评吧。归根结底还是新人与新数码兽融入01组的剧情太生硬太玛丽苏，和FA的杰克苏有异曲同工之妙，何况演出比FA还烂。但结局和主题还算找回了丁点大冒险的感觉吧。只是黑玄内还没揭底，真心希望把续作的资源给小中老师的DT。,1,0
3388,蓝朔,2018/5/5,23,5,先上粉丝五星。然后我要质疑下我的记忆力和编剧的填坑能力：到底有没有说清楚缅因猫兽的来源？老师和前女票的过去和结局呢？突然把芽心拖到东京又扔回鸟取是在想什么？最后为什么一定要把秩序兽砍了？？？虽然一直在吐槽，但能看到新作已经很开心了。从来不相信留在心中的是最好的。,1,1
3391,白竹,2016/6/20,7,3,套路啊套路，全都是套路。,0,0
3393,方東美,2016/12/8,0,3,2015年的#平行宇宙#电影：本片中三个物理学家就可以开启虫洞！这是高能物理学的车库创业吗？哈哈，全片色彩阴暗，外景光源只有探照灯！,1,0
3401,坐看云起时,2019/9/26,71,3,挺轻松的爱情喜剧，没事看看放松还不错，爱情线进展太慢...白鹿演的不错，不过傻白甜少演，不利于发展。,1,0
3403,鬼火少年,2019/9/25,34,3,一开始觉得这剧特别适合睡前刷，简单无脑又开心，本来想冲淡一下自己疲惫的情绪才打开了这个，结果大半夜在被窝里生生给我笑精神了！！！！黑眼圈熬夜警告,1,0
3408,墨语悠然,2017/2/5,76,5,看过很多遍的电视剧，很难得的古装推理剧。画面布景服装对白都很有唐朝的味道，演员演技全体在线。个人觉得最难得的是剧情逻辑顺畅，环环相扣引人入胜，看得时候不自觉就被带入到剧情营造出的情境中，时而疑惑时而紧张。我最喜欢第一个关于使团的故事～元芳，你怎么看？😜,1,1
3409,乐舍,2010/10/30,129,4,秋月恨自己改变了在生死之际都不曾拔刀的草加，可草加一直在争取，争取一个可以拥抱在人潮涌动的年代。他争取到了，你们却没有等到。,1,1
3412,viking0316,2009/3/26,7,5,另人印象深刻的结局。。。,1,1
3415,好书之辈,2014/2/4,19,5,其实就是个儿子反抗专制母亲的家庭剧，只不过主角恰好是黑帮老大而已www,1,1
3417,超cute侠,2013/7/25,11,5,与传统的黑帮题材不同，这部剧集没有把重点放在展现黑帮分子的残忍上，反倒是将他们塑造成了一个普通人，他们也会被家庭搅得焦头烂额，但最终还是会承担起所有的责任。,1,1
3418,李格非,2016/12/27,3,5,HBO经典美剧之一，刚刚开始看第一季感觉真的和其他很多电视剧不一样，很多角色那种微妙的心理通过演员表演以及后面一些细节表现出来，真的要非常认真看才行。比如对某人生气但是却没有当面表现而是后来其他的细节爆发出来的，真是无比接近现实。,1,1
3420,大树,2012/10/4,83,4,印象最深的是餐厅老板说的一句话“既然不能独自享用，那我宁愿分享，也不愿意失去。”伊莲娜对餐厅老板的感情是亲情，对钢琴师才是爱情，而三个人相互之间都存在不同的情感，可是却能够和谐、从容相对。,1,1
3421,陆支羽,2009/9/4,50,5,终于，艾迪拉自己也葬送在这首曲子的手上。他用魏克的枪结束了自己的生命。而魏克为了独占伊洛娜的爱，至终没有救出拉西洛，这一次“不救”与影片伊始时拉西洛“救”起跳多瑙河自杀的魏克形成呼应。拉西洛的宽容大度与魏克的专横狭隘可见一斑。而这一切，都是因为伊洛娜。,1,1
3422,深海的心,2009/6/6,31,5,《忧郁星期天》从此成为我的致命伤。,0,1
3426,美学暴力,2014/11/13,21,4,刚从影院回来，作为国产的来说已经很赞了。摄像技术还是不错的，至少能看出用了心。虽然结局和大家说的一样，是主角那什么，但是比起从前的什么午夜心跳神马的已经甩出一条街了。虽然这个名字实在是太接地气。。。不过看完觉得至少没有槽多到吐不过来，最大的槽点就是结尾音乐竟然是寂静岭的。。。呵呵,1,1
3431,Jessie（张咿）,2012/6/1,267,5,看了大家的评论，发现不但男主角跟着变成了恶魔，观众也都开始恶魔起来，我也一样，每个人心里都有一个恶魔，当有一个理由将其释放出来的时候，都是一样的令人战栗。,1,1
3432,kingkongofkhan,2010/11/27,229,5,各种致敬各种戏仿，但做的就是那么到位那么给力！今年最纠结战栗韩影，依旧复仇的题材，依旧血腥的画面，依旧深度的人性追问，依旧的硬派冷峻。结局尽管已经猜到，不过真的令人胆寒并无奈。每个人都成了恶魔，每个人也都得到了救赎。崔大叔的回归很是惊艳，赞到爆。国产片跟韩影的差距几乎是光年了~,1,1
3433,hitlike,2010/11/20,72,3,当暴力沦为形式,1,0
3447,Lady Raven,2014/7/30,1,3,医生正好叫Howard Phillips，片尾老鼠和丁丁打架很搞笑。,0,0
3448,菠萝蜜个隆冬强,2013/10/29,1,3,没有过多的惊喜。只能说赫伯特是我永远的偶像了。即使时隔多年他已显得有些老态，他那深邃的眼神和冷酷的模样，不做大明星真是太可惜了！感觉第三部已经有些变样，没有之前的惊险刺激，反而在最后的身份斗争里显得做作。简单说，就是一个小疯子成就一个大疯子的梦想，最后韦斯特消失于黑暗会带来续集么,1,0
3449,亵渎电影,2014/10/4,12,2,这片子再一次暴露了丹尼尔·雷德克里夫糟糕的演技，亚历山大·阿嘉恶趣味的小亮点倒是不少，只是重口味的东西没有了，取而代之的是小清新纯爱。那些闪回的段落太讨厌了，它们总是算计着时间出来消灭这个复仇故事里的快感，奇幻情节再燃也无济于事，闪回段落同时还削弱了故事的悬疑元素。★★,1,-1
3452,全声波频道D,2014/10/4,3,3,片子本身可以再短一点，但是2个小时的好处是能将故事讲得详细，即使分支闪回镜头未免过于详细，导致蓄力潦草，高潮乏力。照妖镜般的恶魔之角将人性宗教欲望等戏谑了一番。不管血腥情色镜头再怎么多，骨子里仍是部小清新的小镇青年的(狗血)爱情故事。,1,0
3457,Iris,2010/2/14,154,3,属于艋舺的时代过去了，伴随着黑道们如草一样的生命；场景和颜色好漂亮，很有80年代末的台味；陈汉典好搞笑，可惜挂得太早了；艋舺的前期营销和宣传做的太好，其实本质只是一部天真烂漫的青春动作片。,1,0
3464,同志亦凡人中文站,2013/5/12,7,5,三观又毁了，转折来得太巧妙。结尾服务与被服务的转变，正是对内心欲望的真实缴械。可以给五星的惊艳短片。（哎，油管点击率居然突破了五百万，可见大家都很饥渴...）,1,1
3465,神仙鱼,2013/9/7,0,5,真心的是短小精悍，短短十分钟转了三折，而且都是巧妙柔滑的，丝毫没有刻意造作，绝对不是一句“信息量大”就能代表的。“兄弟”情节真让人惊讶，需要消化一下...末尾的一声呻吟气息close的真完美。,1,1
3473,vivien,2012/3/29,5,4,真不错哈搞笑。最出色当属小魔女演风中奇缘之女太彪悍了冰冷而邪恶。大居然初恋还初吻了。魔女明明生个仔怎么会变性呢和爹地一段tango跳的太火辣辣。最傻的当然是阿弟中贱女的招黑寡妇。这家人实在太一个模子刻出来不惊人死不休。看到好多好多之后的美剧演员哦。,1,1
3476,你还有没有梦想,2012/2/29,2,4,柯南伯格的电影，创意很牛逼 最后的对决很精彩,1,1
3477,秦诺诺,2011/7/29,1,4,扫描者也算是变种人的一种吧，本片中的扫描者们让人想到了X博士，柯南伯格对这些变异的东西好像一直都情有独钟，这样的情结似乎贯穿了他整个创作生涯，当然近几年他刻意的在自我突破。影片的结尾很有意思可说是本片的最玄妙之处。。。PS为什么每个科学疯子都会创造出自己的怪胎儿子呢。。。,1,1
3479,颜,2014/6/9,662,4,0和1之间的数是无限， 0和2之间的数也是无限。但是这两个无限是一样多的，请不要打罗素（我错了 其实是康托尔 by 2019'2'16）的脸谢谢。,1,1
3480,kiki204629,2014/8/21,161,4,爱情和生命一样不可辜负。,1,1
3481,Jin Unrated,2014/9/14,90,3,John Green 这部小说本来就是给青少年用来书立正确价值观的，比如不抽烟什么，挺好。催泪也是种手段，目的达到就可以。（最大的感叹是：Gus 的性格太讨人喜欢了，感觉这种性格的少年只会出现在50、60年代的美国农村）,1,0
3482,同志亦凡人中文站,2014/8/9,55,3,不但从头到尾没有想哭的意思，有几个场景我竟然还笑了（咦？）少女心年龄已过，果然比癌症还可怕的是韩剧啊...,1,0
3484,张咏轩Wayne®,2015/10/27,23,4,出乎意料的好看，浓浓日式漫画风，黑帮武士cult丧尸一锅炖，蹦发出很奇妙的化学反应，呈现出别样的暴力美学，完全跳脱日本B级片粗鄙不拘，廉价烂造的既定印象。几条故事汇集一线的形式，编排巧妙，搞笑幽默，众人物形象丰满立体，让人印象深刻，结尾上演大热血的殊死搏斗战，心脏沸腾，又扼腕唏嘘,1,1
3488,左胸上的吸盘,2017/6/27,1,3,勉强及格，比品川祐的处女作进步不少，里面的吐槽欢乐，虽然中间节奏比较拖。反一号做派好，让我想起一些蒙古朋友。最后半小时的热血跟煽情到位，一些伏笔也都照顾到了。黑社会嵌合僵尸，中间夹吐槽的设定也算少见，看的挺欢乐了。哀川翔出道30周年纪念作居然是这样，也就日本人干的出来了,1,0
3490,Carf,2016/3/4,4,4,闲暇时光居然看到这种不错的低成本小品，虽然能够从细节预测到结局，但是仍然小感动啊。男主够衰，女主够甜，如果不是为了拍成系列剧，改成天堂大团圆就更好了。,1,1
3492,话事人,2013/7/11,1,3,三星到四星之间，90分钟的电影除了美式幽默还开场的惊艳外过程略显平庸，结尾太仓促没有预想的神鬼大战，达福笑料不错哈,1,0
3494,whereiskurt,2011/12/18,0,3,"无聊的片子,结尾还没看懂...",1,0
3496,Citric acid,2012/1/10,0,3,看得蛋碎肝儿颤，导演真不是拍悬疑的料···········,1,0
3497,臭蒜头,2014/4/14,1,4,Marcos死了（？）之后我就没看了，因为他太可爱了，没有了他那还有什么意思呢？Marcos还真是可攻可受，虽然当时被他和服务生的那张剧照惊艳到，但是看了影片之后还是更喜欢他和Dean在一起，Dean是我为数不多喜欢的胡子男之一，和Marcos配到没有朋友！！！,1,1
3498,全声波频道D,2014/11/6,0,3,最心塞的部分在于根本搞不懂节奏和剧情是导演能力有限还是刻意为之。古怪混乱的人物，不怀好意的俏皮配乐和漫画式开场一样成了电影的性格所在。男主角帅得像瘦版拉塞克劳和休杰克曼的综合体。深情即是悲剧，不如杀掉渣男写进作品里释怀自己。海报什么鬼？！,1,0
3499,脏字名,2016/12/18,103,5,个人认为改编的非常好！更戏剧化，效果更佳。父亲杀第一个少年的处理，小说和日版都是进屋发现女儿被性侵录像，等少年回来直接下杀手，这版让父亲进屋先是慌张躲在暗处，少年回来打开录像，暗处的父亲看到女儿被性侵录像，无能地哭泣，这时，他听到了录像里女儿对自己的呼唤....这张力....这情绪...,1,1
3500,陈赖汉,2015/1/19,38,4,韩国人这是第三次改编东野的作品了。《白夜行》改成了狗血韩剧，《嫌疑人X》更像日本片，倒是《彷徨之刃》改得接“韩气”。较原著而言，有改动，但大的框架都留了下来，算是一次成功的改编。演员很棒，郑在咏演得牛逼极了。,1,1
3501,游泳鱼,2014/12/18,12,4,悲剧性的复仇，唯有以暴制暴能一解心头之恨。,1,1
3502,yukiho,2016/12/31,6,4,看到最后泪目，这样的罪行要如何宽恕？犯罪越发低龄化，可不能因为年纪小就当这事不是事！人家的孩子不是孩子吗！,1,1
3503,untery,2016/12/4,3,3,没死太不解气了,0,0
3505,托尼·王大拿,2016/12/21,28,4,脑洞越来越大，下限越来越低；对于特定人群而言，CGI泛滥的时代看这个简直比做爱还爽。,1,1
3506,max,2016/12/20,12,4,第二季稍欠火候，很多人喜欢原三部曲是因为它不按常理出牌，时刻刷新你对恐怖片的认知，看的时候让你惊呼：卧槽！这树是要耍流氓？！卧槽！这哥们自己打自己还打得这么嗨？！最后看完感叹：原来电影可以拍得如此有趣。可惜，美剧版除了没完没了致敬自己以外，也只有在重口程度上有所超越原作,1,1
3507,kylegun,2017/2/26,3,4,克里斯丁杀人车，恶魔muppet，还有致敬老版第二集的长颈怪和翻拍版的木屋吞噬，星战幽灵也是醉。这种古早味大杂烩虽然有意思，但还是更期待Sam Raimi能拍些新东西啊,1,1
3509,饥无力,2018/8/6,354,3,狗尾续貂了，一边骂着这是什么鬼结局啊，一边夸着许光汉好帅啊，帅也不能是吻戏多的理由啊！！！,1,0
3510,注销未,2018/12/7,292,4,性别认知上，我觉得这还是BG。BTW许光汉也太帅了叭！,1,1
3512,清炒黎蒿,2018/12/22,259,4,谁告诉我这电影很虐的啊，害我一直察言观色小心提防，生怕这一口是糖下一口是屎。依旧是台湾导演拿手的小清新式青春片，特殊人群的元素戳中萌点加分不少，BG+BL+GL全齐活了。我好没出息，直接被棠生在宛婷留有伤疤的小腹上落下的那轻柔一吻给逼出眼泪。,1,1
3517,久久P范,2016/10/9,532,4,太好看改成五星！我是资深腐女，但是目前还没有能看得下去的耽美剧，直到遇到一年生！俩男主颜值高演技不尴尬互动自然情绪走心又走肾，剧情不错感情把握得刚刚好没有乱七八糟的男男及男女支线，泰语辣么难听也坚持追每周六晚上11点的直播，我是掉坑了……,1,1
3519,米粒,2014/7/26,223,4,一年一度的“仲夏伍迪艾伦喜剧夜”，看一个半小时和看一分半钟你都马上能知道这就是伍迪艾伦的，因为所有的男神都是演的他本人，不管是多严肃的影帝，到了这就会变成手舞足蹈说话大舌头的啰嗦鬼。（而且每个演员都只合作一次？）故事还是那种“理性对抗激情”的纠结路子，石头真的好美好美！,1,1
3520,LORENZO 洛伦佐,2014/8/24,99,4,很清新对味的爱情喜剧，Woody Allen的这次剧本格局很小却很可爱。Colin叔扮嫩毒舌走起了geek风，英伦打扮好挺！居然和Emma Stone忘年恋（大跌）。原本对石头无爱，这次却被她的美惊艳到！穿什么都好看！另：人物塑造有趣，南法风光美丽，Ukulele男超抢眼太奇葩！drooling on you......,1,1
3522,芦哲峰,2014/12/19,41,3,别再纠结于这个世界到底有没有魔法，爱情就是魔法。要不然美女千千万，为何只想和你一个人，在月光下走走。,1,0
3523,Mumu,2014/12/9,29,3,这次真的不太有趣儿，美国金鱼眼女主跟英国大叔完全不来电好吗,1,0
3526,小鹿杰尼,2012/2/2,278,3,我喜欢影片开始的长镜头，清晰明朗的交代了人物关系，捋顺了全剧的梗概。赵薇赵又廷这对是亮点，而且也最出彩，赵薇重新诠释喜剧人物。好演员都是要经过喜剧的磨练的。赵薇的表演算上乘。整部影片，稍有惊喜，诚意也够。,1,0
3527,摩西不夜奔,2012/1/12,124,4,有趣、浪漫而且感动，虽然是台湾导演又一次打包的爱情，但4场爱情戏交叉之间，逐渐表现出豆导的爱情观，非常值得一提的是现在台湾电影的这种自信从容而让人舒服的感觉，而阮经天等几个当红小生无论形象和演技都冠绝华语圈，这样有生命力的电影复苏并席卷是必然的,1,1
3528,桃桃林林,2012/2/14,65,4,三星半。中港台三地爱情片情人节大战中，豆导这部显然水准最高，除了开场那个超级长镜头外，故事也非常不错。既有有趣的台词，也有搞笑的段落，郭采洁和陈意涵对喊一段还戳中泪点。没有土的要命的网络词语移植，没有生搬硬套的情节设置，生动和亲切是最大的感受。内地这些时装片真的要好好学一下。,1,1
3530,女宛心兑,2011/2/16,20,3,记得选择恐惧症和关于更喜欢那一双鞋子的理论,1,0
3532,基瑞尔,2017/11/13,3,3,“香港高压都市，人人有压力，人人都有病”，我觉得很有意思--好莱坞也不三年后才搞出《一个购物狂的自白》嘛：小凤姐的殿堂级购物狂、罗家英的嗜赌粗口症、傻姑娘官恩娜的低贱购物狂&分手后遗症，其实都还蛮搞笑的嘿嘿--最后无厘头的四角抢婚有点坏掉了整个电影作为小妞片的意思，美中不足。,1,0
3534,晚安小姐,2009/7/29,41,4,没羽毛时圆滚滚的小鸟看着真可爱！,1,1
3539,[已注销],2015/11/21,19,3,电影里夫妻矛盾的解决，一个是极端方式（凶手杀人），另一个是隐忍（如男主和男二）。夫妻矛盾其实是高度资本化的韩国社会矛盾，却被两种话语替换了，一个是向出轨的妻子血腥复仇，另一个是侦探梦想的实现。两种话语之间正义与邪恶的对立构成电影的主要矛盾，喜剧效果则源于隐忍的老公与妻子们的冲突。,1,0
3540,安蓝·怪伯爵𓆝𓆟𓆜,2016/1/17,6,3,故事一般吧，案子一推敲也有硬伤。但是权相佑和成爸全程卖萌也够瞧的了，尤其穿上军装那一段有点帅惨了……最后一幕大特写感觉跟马粥街时候没啥颜上的改变！,1,0
3541,glim,2015/11/23,3,5,好看，本格，wuli佑佑气管炎,1,1
3542,隔壁LEO在唱歌,2015/11/19,4,3,生活流侦探片，可以拍续集了。。,1,0
3543,满月,2016/1/20,1,4,《侦探：开端》（又名《私家侦探》）——前面的推理略疲软，好在最后的总结给兜回来了，权相宇扮逗比很好玩。电影总体可看性挺强，推荐。,1,1
3545,UrthónaD'Mors,2009/9/29,16,3,里面的很多演员从大人到小孩都是熟面孔，他们主要都是在美剧里BSG，Kings，Dead Like Me里出现过，故事结构有些混乱但是总的来说还是比较的可看的，麻袋头的凶器很可爱，吃掉一半的糖果中有刀片还有就是丛林里那些人变狼不太明白是怎么回事。最后结尾也有点要拍续集的意思。,1,0
3547,ken_zhang,2009/10/27,1,4,"很有创意的一部恐怖电影，虽然掐头去尾的正片时间不到80分钟，但惊喜不断。剪切手法虽然不是很有新意，但很多地方处理的相当聪明。尤其是情节发展不落俗套，好多桥段不按常规发展，比较讨人喜欢。
更多电影评论，我的博客：blog.sina.com.cn'bluesliver",1,1
3548,無邊無際,2012/8/29,4,3,这样的电影，一定只能在封闭空间，不然一文不值。剧本特别给力，让万圣节前夜这个日子变得纠结而复杂，揪心而惊悚，在这个节日每个年龄阶层各怀鬼胎。故事紧凑，节奏紧张，情节跌宕，多种元素的融合，没有硬伤和堆砌感，看起来真是很过瘾。电影在不知不觉中就结束了。 ,1,0
3549,亵渎电影,2017/10/29,31,4,和《爱在初春惊变时》差不多，为了脑洞可以开的真实可信，导演会在前面花大量的时间用某种类型片的套路塑造现实的情境，等到火候到了，故事的脑洞就变成了黑洞，片子也会彻底的变成另一种类型的观感。对于喜欢神棍B级片的人来说，这片子可以爽到飞起来。爱死这对导演了，本森这次还是主演！,1,1
3550,徐若风,2018/7/16,13,4,"3.5 这是温情款的《1Q84》+《湮灭》+《恐怖游轮》+某集《黑镜》...吗？比前作升级很多，除了成本小、制作一般外，还是蛮不错的。
从邪教组织惊悚片过渡到神秘主义悬疑片，接着又很笃定地走向科幻奇幻，是一种踏实的混搭体验。虽说概念和结局的套路反转都似曾相识，但还是挡不住扑面而来的惊艳感。",1,1
