,user,comment_time,votes,rating,text,sentiment,feedback
1665,珠我好运,2019/3/7,2335,3,"       虽说超英电影都是类似的模式，但是此片剧本还是太平淡太敷衍了事。看片时和惊奇基本没有共情，丝毫没有代入感，除了局长和大橘卖萌制造几声尬笑，心疼打酱油的裘花。
        惊奇顶了一头鸡窝的乱发+时不时变形为莫西干头+全程拽了吧唧傲娇脸，这个造型设计真是闻者伤心，见者流泪。(偶尔飞行员造型还是挺英姿飒爽)
       更重要的是，惊奇队长真的没有神奇女侠那样性格个性层层递进的过程。...       虽说超英电影都是类似的模式，但是此片剧本还是太平淡太敷衍了事。看片时和惊奇基本没有共情，丝毫没有代入感，除了局长和大橘卖萌制造几声尬笑，心疼打酱油的裘花。
        惊奇顶了一头鸡窝的乱发+时不时变形为莫西干头+全程拽了吧唧傲娇脸，这个造型设计真是闻者伤心，见者流泪。(偶尔飞行员造型还是挺英姿飒爽)
       更重要的是，惊奇队长真的没有神奇女侠那样性格个性层层递进的过程。惊奇凭借一个硬拗出的人设，有着像女超人那样飞天走地开挂的本事，真的还比不上漫威自家的黑寡妇和猩红女巫那么有存在感。
       此片意识形态影响力大于本身剧情的质量，过犹而不及。漫威为了给自家复联填坑已经在毁人不倦的道路上丧心病狂。说句不中听的话，这片就是复联3-4中的鸡肋，食之无味弃之可惜。",1,0
1666,Abbdy,2019/3/10,0,4,高赞那个让女权去游行的真谛好笑，就凭这句话我实名鉴定你是个low逼。首先女主没有不好看，其次她的力量感，坚毅感以及个人气质都是做女主必不可少的特质，再其次，最好气死你。,1,1
1667,柯里昂,2019/3/8,1237,2,不一定是漫威最差的一部，但一定是漫威做工最偷懒、态度最敷衍的一部。在漫威这盘大棋中，《惊奇队长》之于《复联4》是必要的，惊奇队长之于《惊奇队长》是不必要的。,0,-1
1668,鬼腳七,2019/3/7,1088,3,片头片尾好过全片，惊奇队长致敬阿童木，宇宙终将属于四脚兽。,1,0
1669,夏奈,2019/3/8,549,4,1.第一次看电影片头就有人鼓掌，Thank You Stan；2.漫威还是比DC会选角，神奇女侠完全是物化女性审美，惊奇队长是真女权，没有任何爱情戏，是女人就靠自己；3.铲屎官噩梦。,1,1
1670,凌睿,2018/7/6,2952,4,"1.把路易斯、蚁人、钢铁侠、星爵、死侍、蜘蛛侠废除超能力后关在一个房间里，请问谁能活到最后？
2.最高司令竟然辞职去美国当了FBI探员，叛徒！
3.斯坦·李今年太惨了，赌博赌到一半赌场被炸了，汽车突然变成了玩具车，开校车遇到UFO，最后还被灭霸一个响指打没了。
4.李易峰为什么不偷一件蚁人战衣再下船。
【有2个彩蛋，第2个彩蛋和《蜘蛛侠：英雄归来》的第2个彩蛋一样坑爹。】",0,1
1671,同志亦凡人中文站,2018/7/4,2083,4,娱乐性很强，可惜反派太弱，好在一看就是给妇联4过渡用的。蚁人那哥们和死侍还有小蜘蛛可以比比看谁是话痨之王。漫威是铁了心要把大招憋到最后啊，看到一个响指XXX又没了我已经不心塞了...（才怪）,0,1
1673,混斗 无名沈,2018/7/5,678,4,如果忽略第一个彩蛋的话，这就是一部很轻松、很合家欢的电影。几段追车戏真的很搞笑，害得我差点洒了可乐。令我失望的是，孟菲斯当了一次老好人。,0,1
1674,次等水货,2018/8/8,547,3,五分钟，把实验室大楼的那个拉杆箱周边的购买链接发给我。,0,0
1675,三体重症患者,2015/7/5,6748,4,四星。1.甩开《超能陆战队》这种屎片几百条大街。2.西游记新编，无论从故事创作还是动画特效都是无懈可击，完全的好莱坞动画水准，亮点在运动镜头和主观镜头，还有牛逼的3D视效。3.悟空的封印之所以解除是因为认同流儿的正义、勇敢和惩恶扬善的价值观，这就够了。,1,1
1676,张小北,2015/7/12,3627,4,这是我第一次特别自豪地没有用「国产电影」的标准给这部动画片打了4星。除了结尾明显的剧作缺陷外（我怀疑是缺钱制作没完成，因为以前半部分的剧作水平而言没可能这么明显的缺陷编剧不知道），整体水平真的可以放在同一个水平线上来比较的。这种电影我们作为观众一定要用电影票给它一个机会！,1,1
1677,渡口无边,2015/7/5,2332,3,口碑营销过了点，很讨厌这种你批评这电影粉丝就过来骂你这样的方式。技术层面是挺优秀的，画面，场景和动作，几段打戏也漂亮，最后大圣归来也威风。但是故事真的太薄弱了，前一个小时几乎没啥信息量。立意，内核都配不上这么高的分。,1,0
1678,明安,2015/7/12,1594,5,比我预想的还！要！好！看！画面够美打斗也够流畅，剧情不复杂，笑泪皆具，大圣三百六十度无死角的帅，再疼也不能给小屁孩知道、百折不挠重情重义的性格塑造太棒，出场音乐一响起我立马就跟着燃起来了！,1,1
1679,国产盘丝大仙,2015/7/5,705,4,"技术上的进步可喜，脱颖而出，这方面打个“优秀”毫无问题。大闹天宫看的我整个人都酥了，可惜后续没有保持住开篇的高水平。
缺陷也很明显， 线索节奏紊乱的一塌糊涂，故事像低龄化妥协的不伦不类，过多的致敬（抄袭）怪物形象，武术动作。诚意较好，独立性略差，是国产动画中的佳作，但仍有许多遗憾",1,1
1680,Raven,2008/11/17,193,3,还好是由动物出演，如果是真人的话，你一定大叫：“哇噻，这是一部gay片来的嘛”！三个雄性动物千里迢迢护送一个小baby回家……？其实我早就过了为卡通片的桥段而感动的年纪，但是在三个动物与小baby告别的时候，我还是情不自禁的哭了，只不过，眼泪还没擦干就又马上嫌弃自己太恶心……,1,0
1681,绿河,2017/3/21,89,4,整个电影我最喜欢的是那只松鼠，真是太可爱了,1,1
1682,(*^ω^*),2018/2/24,42,4,喜欢看动画，心情放松。这部迪斯尼动画还是一如继往的提供心灵鸡汤，干了它。地球是人类和所有动物的共同家园，怎么和平共处这个问题被反复提起，我们良心发现爱心汹涌时每个动物都好可爱啊，可也不妨碍当它们影响我们时我们顺理成章的动手，当我们食欲大盛时把它们变成餐桌上的美味佳肴。,1,1
1685,同志亦凡人中文站,2012/12/21,251,4,小黑猫汗毛竖起的样子太萌了！故事有点仓促，不过一个所有人对魔法都坦然接受的和谐世界真的好稀罕...,1,1
1687,浮影人生,2013/4/17,119,5,这是一部令人身心愉悦的动画片，画面柔和甜美，音乐明快，观影过程如同在海边沐浴着柔美的海风，心旷神怡。两只猫轻轻走过爬满青藤的墙上，那种水粉画般阳光充沛的慵懒午后的感觉在心中荡漾开来，世界是如此美好。这就是我们心目中理想的海边小城，宁静祥和，人们衣着整洁、面带笑容，永远快乐地生活,1,1
1688,饥饿艺术家,2010/9/10,54,4,自从吉吉不再讲话，我的姨妈就使劲作,0,1
1689,韦恩斯坦_李,2009/11/11,38,4,又是一部关于飞行的动画，很喜欢这样类型的片子，能鼓舞人的梦想。不过这部的故事单薄了些，只是讲了生活中的一个片段。美丽的西欧海滨小城市，平静祥和的日子，一个可爱的魔女，一个善良的面包店阿姨，一个豪爽的女画家，哇~~这就是梦幻中的理想国啊~~非常喜欢里边那只黑猫，太可爱了~~,1,1
1693,乌鸦火堂,2013/7/3,264,4,有人说不如宫崎骏以前的作品，其实该片本身就是低龄级动画，《海的女儿》的续集，宫大爷以自己孩子5岁的样子为蓝本，就是给5岁段的孩子看，想象力依然丰富，后半部海漫街市的场景太赞了，其他给5岁看的片能拍成这样吗？,1,1
1695,A-sun*,2010/3/8,1378,4,宫骑骏就是个生态环保大师啊。,1,1
1697,米粒,2012/12/7,169,5,史诗，叹为观止。可以想见它启迪了多少动画和电影！男主情绪层次的递进变化啊（他从头至尾的行为都很值得细细考究），树上的精灵们好可爱。多么让人心动的一个故事。【。。看了一个下午各种版本的阿凡达啊我】太好看了看哭了。,1,1
1698,凌睿,2017/3/18,119,4,宫崎骏果然是最关注女性的导演之一。,1,1
1703,小葱半藏,2019/7/12,1164,3,表现力比2D差得真不是一星半点…… 动物们全是面瘫，高兴悲伤一个样儿，唯一能看出眼神变化的就是拉菲奇，啊…… 真不愧是灵长类啊……,1,0
1704,羚羊的灵魂,2019/7/11,377,4,所以生命到底该是一条直线，还是一个圆圈呢？不过动物们变真了，却不生动了，完全看不出它们的情绪，多少有一点顾此失彼的遗憾吧。,1,1
1710,凌麦儿,2015/7/24,1014,5,那时你第一次明白人生不只由欢乐主导，第一次了解万物皆有反面，第一次忘却曾经觉得重要的记忆，第一次在无知无觉中送走曾经无比重要的成长点滴。第一次接受残缺，第一次懂得如何抱着怎么都会有的不完美继续小心翼翼走下去。令人赞叹的主题，毫不拖沓的情节推进，永不让人失望的皮克斯。,1,1
1711,Ivy_bramble,2015/6/21,397,5,非常惊喜！不仅创意牛而且整部动画的细节冲突导致的结果与现实完全相符。Imaginary friend的sacrifice让joy重回control center，自己却在记忆的深渊被遗忘。随着我们长大，儿时的imaginary friend不就是会被渐渐遗忘的么。还有Riley的记忆由单一情绪转化为mixed feelings，that's when you grow up.,1,1
1713,钾碳铀氟,2015/6/20,274,4,这部探索“脑洞”的动画新意十足，重回最高水准的皮克斯用它成熟而独特的叙事节奏牵引观众的内心，成长道路上的阵痛与迷茫最终迸发,1,1
1714,davekozg,2015/6/20,260,5,皮克斯用令人炫目的想象创造了充满奇幻冒险和隐喻象征的梦幻世界，完美契合了经历搬家痛苦小女孩的成长经历：每个人都或多或少能从中唤醒部分自己的童年历程 #主创说：电影献给我们的孩子，请你们永远不要长大#另外#片尾彩蛋黑喵星人和汪星人实在太残暴了！#,1,1
1717,汪金卫,2012/1/18,101,4,要看就看影迷修复版，那是最好的版本。比官方的所谓40周年纪念版都好。玉帝的下巴上非常明显的有颗痣我会到处乱说吗？,1,1
1718,sharon,2017/3/20,94,5,特别特别经典的国产动画，真正能体现中国文化的动画片，这是现在那些为迎合市场而各种四不像的国漫没法比的,1,1
1720,圆首的秘书,2020/2/21,179,5,"其实是一部很有的可说的动画，包括现代文明的、商品'卡通化的、种族的（狮蝎人-黑人这个真的很有趣）、亚文化的（摩托车也在《骡子》里出现）、奇幻的（龙与地下城，魔戒指环王，甚至是哈利波特），也包括迪士尼皮克斯的拿手好戏家庭（真的太拿手了，完全被拿住）, etc., 种种议题让人目不暇接。但最厉害的还是，这些都不重要，动画本身是那么流畅自然，情感是那么真挚动人，幽默也是没有尿点……以及一个哀而不伤的结尾...其实是一部很有的可说的动画，包括现代文明的、商品'卡通化的、种族的（狮蝎人-黑人这个真的很有趣）、亚文化的（摩托车也在《骡子》里出现）、奇幻的（龙与地下城，魔戒指环王，甚至是哈利波特），也包括迪士尼皮克斯的拿手好戏家庭（真的太拿手了，完全被拿住）, etc., 种种议题让人目不暇接。但最厉害的还是，这些都不重要，动画本身是那么流畅自然，情感是那么真挚动人，幽默也是没有尿点……以及一个哀而不伤的结尾，就这些足够了。预定明年奥斯卡最佳动画吧。",1,1
1722,凌睿,2020/3/24,156,3,"他的愿望是和父亲谈心、一起大笑、玩接球、跟他分享自己的人生……然而最终一个都没实现。
但是这些没能和父亲一起做的事，却和哥哥一起做了。
他恍然大悟，哥哥一直在代替父亲履行陪伴他成长的使命。
他翻山越岭，长途跋涉的目的就是为了见到父亲。
虽然最终没有见到父亲，但是他改变了对哥哥的看法，理解了哥哥的良苦用心，这就是这段旅程的意义。
从当初和哥哥有隔阂，再到和哥哥握手言和；
从当初为了见到父亲可以放弃一...他的愿望是和父亲谈心、一起大笑、玩接球、跟他分享自己的人生……然而最终一个都没实现。
但是这些没能和父亲一起做的事，却和哥哥一起做了。
他恍然大悟，哥哥一直在代替父亲履行陪伴他成长的使命。
他翻山越岭，长途跋涉的目的就是为了见到父亲。
虽然最终没有见到父亲，但是他改变了对哥哥的看法，理解了哥哥的良苦用心，这就是这段旅程的意义。
从当初和哥哥有隔阂，再到和哥哥握手言和；
从当初为了见到父亲可以放弃一切，到自愿把这个机会让给哥哥，这就是成长。
你总觉得需要系上绳子才能跨过悬崖，其实没有绳子你也能做到。
正如你总觉得需要父亲的陪伴才能长大，其实你可以独自长大。
你总是缺乏自信，总是怀疑自己，其实你远远比自己想象中更加强大。
和父亲的录音“打电话”太辛酸了，巴里把父亲的拥抱转交给伊恩让人热泪盈眶。",1,0
1723,54edapple,2020/3/1,137,5,皮克斯一定长在我的泪点上。他来了他来了他又开始讲亲情讲陪伴了，Onward我真的哭到颤抖，比Coco还要杀我。技术上讲的话第一个画面出来我就又开始感叹渲染了。情节其实蛮简单的，有一些小反转和小意外。不知道为什么真的很好哭，去追寻一些东西是很重要，但是更要珍惜身边陪伴着自己的人啊。看得这一场好多父亲带着孩子来看的，哭点+1。特别喜欢最后靠着木头扎到肉里再放大变出一根新的魔法棒的脑洞，真的很皮克斯。,1,1
1724,桃桃林林,2020/2/29,87,4,7分。看到最后还是有被感动到，以一个常规的父子亲情设定，到最后却还是绽放出不一样的亲情之光。虽然遗憾，倒也合情合理。背景设置还是很皮克斯脑洞的，一个中世纪魔法世界被科技包裹后，变成一个魔幻与科技共存的新当代世界。虽然剧情很多套路，但情感部分还是不错的。,1,1
1725,凉,2012/2/24,1076,5,时间停止在阿金消失的那个夏天，一生一次的拥抱放在回忆里不会变老。,1,1
1729,沉歌,2012/2/25,475,4,“你绝对不可以碰到我啊”，除了一生一世的最后一回。这些悲伤而又温柔的夏天——绿川幸总是能直戳人心最柔软的地方啊！,1,1
1730,亂馬2/1,2010/7/30,1164,3,不穿內褲的娜烏西卡公主。,0,0
1731,庚桑野,2009/7/6,1162,4,细节：解开那个女孩衣服的时候看到了什么？,1,1
1732,恶猫的步调,2009/12/13,873,5,在此我们可以见到比卡丘的渊源，可以看到Spike飞船的渊源，可以看到虫师的渊源，也可以看到诸多动画人因此崛起的渊源。,1,1
1733,莫呼洛迦-屁股上的青春在歌唱,2010/10/1,244,4,潇洒、乐观、仁爱的女英雄，用爱拯救了自己的领土。宫崎骏的电影真的是太有启发性了，小时候也是完全没看懂。宫崎骏不管哪部电影都是在宣导爱，正义，和平，友善，人性的温暖。但，王虫真的好恶心！,1,1
1735,小锡兵,2011/6/20,3067,5,此生暂借于世上。。这是无言的结局，我能想见阿莉艾蒂最终被同族淳朴少年打动，相守繁衍。那个有温柔眼眸的人，从此相忘天涯，深藏于心。,1,1
1740,不良生,2015/10/16,1567,4,1，你是长大成年后的小王子。玫瑰像是母亲，你们彼此相爱，却不懂如何表达。你离开她，在路上遇到狐狸，建立新的亲密关系，像是你的爱人。2，若与人世有羁绊，便有眼泪成苦海。3，那些离开这个世界的人，从离开我们的第一天开始，其实也就是我们踏上与她或他们重逢旅程的第一天。,1,1
1741,乌鸦火堂,2015/9/15,680,5,美国导演拍法国动画，有美式精致画质和娱乐属性也有法式的细腻情感，继承了原著的衣钵并进行传统化的演绎，全片给人一种莫名的感动，孤独、寂寞，后面又是很暖心的那种情怀和情感释放，温柔而华丽，汉斯基默的音乐太美，小狐狸超萌，人人心中都住在一个小王子，年度最佳动画之一,1,1
1742,NO_3273,2015/7/27,638,5,小王子，看了巴黎26号的超前抢映，全片经常莫名其妙戳中泪点，而且疑似每个人泪点都不一样，灯亮的时候看到前排大叔在擦眼泪，音乐好评画面好评，小王子的故事永远5颗星,1,1
1743,Aaiún,2015/7/31,433,4,太喜欢原著那一段。加上依然能听起鸡皮疙瘩的台词。我一天想念44次去年的星空，正如你一天看44次日落。On ne voit bien qu'avec le coeur. L'essentiel est invisible pour les yeux.,1,1
1744,ingel,2015/8/4,425,5,好美，莫名的感动，星星喷涌而出的瞬间，内心无处安放的孤寂与抑郁似乎也得到了解脱～,1,1
1745,糀辛子,2013/7/24,1493,5,内容本身其实并没有前作们有趣，但依旧让人感动的不行。似乎能理解了为什么老爷子自己看完也会哭。做怎样的人，怎样活在世上，怎样对待自己的内心和周围的人事。善良，认真，诚挚，勇敢，努力。充满敬意和真诚的作品。至于二战愤青并不是不可理解，只是想说，用不纯粹的动机去看纯粹的作品，这样好吗？,1,1
1746,芦哲峰,2014/4/2,376,3,风吹起你的帽子，吹起你的手；风把你的梦想，吹到天上；风把你的爱人，吹进天堂。,0,0
1747,Obtson,2014/1/6,347,4,拍的是飞机设计师的故事，宫崎骏却也有意无意映射了动画师的人生弧线。同为古典的手工匠人，同要长时间埋头伏案，同需面对存在于自我意识和现实之间的鸿沟。而这些受了诅咒的美梦，也是竭尽所能者的愿景，掘越二郎如此，宫崎骏、高畑勋亦如此。拍到这里，可以收官了。,1,1
1748,boyISH,2014/2/22,208,4,有人说这部向设计了侵略中国的飞行战斗机设计师致敬的电影是可耻可恨的，但作为动荡的年代下的个体，为了追梦他根本没有选择的余地。他设计的飞机最终会坠毁，挚爱也无法挽留，风起带给他梦想，也带走他珍惜的一切。“纵有疾风起，人生不言弃”，终于明白这句引用的诗。,1,1
1749,荒也,2013/7/23,174,3,宫崎骏被周围的人期待绑架了，被符号化了。宫崎骏三个字代表的不再是个人而是整个吉卜力，一个动画天皇的称号，甚至是整个日本动画水平等等。曾经的童心，想象力不见了。不仅是宫崎骏，很多人在面对巨大荣誉时都要面临如何自我回归。事实证明，5年熬出来的作品的他并没有做到。,1,0
1750,笪捭,2010/6/16,1765,5,玩具总动员3的感人之处就是帮我们这些老家伙给了一个正式的和童年say goodbye的机会，当上大学的andy再一次背起woody的时候，十五年的光阴就这么友好又温柔地消失在木栅屋远处的夕阳中了。,1,1
1751,荔枝超人,2010/6/12,609,4,闪耀着万丈光芒的又一动画杰作。每一处笑点都能轻易抓到，让我就像是回到了15年前，开心到得意忘形。最后一场戏动人程度堪比UP的'married life'!,1,1
1752,Q。,2010/6/25,306,4,它对于我已经不仅仅是一部电影那么简单，而是代表了对于童年时代的记忆与怀念，整个电影院从头到尾笑声不断，但我相信，更多人会被影片的后半段打动，相信看过前两部的人都会很感慨。★★★★☆,1,1
1755,江倍恒,2012/10/18,2178,5,"迪士尼的华丽逆袭！
当拉尔夫落向可乐山，耳边响起坏蛋宣言的时候，即使我已经猜到了结局依然被感动到一塌糊涂……",1,1
1757,毛豆豆,2012/10/25,176,5,OMG 在学校看的试映 一定要正式上映的时候再去看一次！！！ 从头到尾满满的都是彩蛋啊啊啊！！！  看到那么多游戏人物都聚在一起就觉得好有爱！！！ 啊各种好有爱！！！ 有机会一定列个Reference的列表出来 UUDDLRLRBA,1,1
1758,桃桃林林,2012/11/6,163,4,如别人说的，确实有点皮克斯乱入迪士尼的意思。靠回忆赚分数的电影。像素游戏、街机回忆，尤其是“上上下下左右左右BA”这种，让我这种长泡游戏厅的人实在无法防御。故事简单有趣还带些温馨感动。角色也可爱，特别是那个小女孩，又萌又坏，萨拉·丝沃曼的配音也棒。今年在影院看过的最喜欢的一部动画。,1,1
1759,一零,2012/10/26,155,5,蛮赞的哦！当然还是有故事上的不足，但会因为突然地搞笑部分而不会太在意故事。特别喜欢这个‘世界’的处理。比我想象中的好多了。适合80后90后？连我这个不是玩很多游戏的基本上都懂啦所以也无所谓。看完后……牙齿有点疼就是了，不喜欢过分甜和可爱东西的人不一定适宜~,1,1
1761,影志,2008/6/23,250,5,影片引发全场最大笑声的部分，来自熊猫阿宝和鹅爸爸的一番对话——阿宝开始怀疑自己的身份，于是对鹅爸爸说：“我有时候觉得你不是我爸爸。”（观众爆笑）鹅爸爸做无奈状说：“是时候告诉你一个秘密了（观众狂笑）……秘密就是其实没有秘密（观众笑翻）……” ——摘自《看电影》，笑点很微妙。,1,1
1765,同志亦凡人中文站,2019/6/21,2086,4,拍到4了都还这么好看！第一部讲友情，第二部讲玩具的意义，第三部讲成长，第四部讲爱情与独立，这个系列真是绝了！“闪灵”音乐响起的时候差点吓哭，作为动画片你不带这么玩的...,1,1
1766,次等水货,2019/6/19,1598,4,“飞向太空，宇宙无限”的台词出来的时候，那一刻的情节于我来说就像是见证神迹的发生，更何况这句话还是由两个最经典的角色分了上下半句各自说出口的，要哭了。,1,1
1768,宇宙电影患者,2019/6/21,637,3,1=2 >3 >4，不知什么时候开始皮克斯不再是那种满腹笑料却无意中用一两个转折画面和有力台词就能制造内涵说服你的动画公司，现在全是反反复复的自我复制和拖沓的“励志”对白，如果玩3可以不是结局那这也可以不是，世界围绕玩具逐渐变为玩具围绕世界，并开始肆无忌惮与人接触把之前的世界观按地上摩擦，几乎所有我们喜爱的角色全部边缘化处理只负责在里面露个脸好提醒你在看玩具总动员，熟悉却疏远。假设胡迪这个角色确实...1=2 >3 >4，不知什么时候开始皮克斯不再是那种满腹笑料却无意中用一两个转折画面和有力台词就能制造内涵说服你的动画公司，现在全是反反复复的自我复制和拖沓的“励志”对白，如果玩3可以不是结局那这也可以不是，世界围绕玩具逐渐变为玩具围绕世界，并开始肆无忌惮与人接触把之前的世界观按地上摩擦，几乎所有我们喜爱的角色全部边缘化处理只负责在里面露个脸好提醒你在看玩具总动员，熟悉却疏远。假设胡迪这个角色确实存在心理成长空间和具有一定必要性，你把整部电影的情感曲线和可能是系列故事分割转折点全压在一个角色身上这种做法是无比愚蠢的，画面超棒部分场景以假乱真，也可以算用心的制作，作为一个连所有游戏都不放过的死忠我感受不到任何灵魂，无论故事、人设都和前几部偏离过甚，玩具总动员的核心趣味已在这一部被彻底终结。,1,0
1769,冯大转儿,2019/6/21,191,3,4完全偏离了前三部的世界观，前三部里的玩具在与人类世界交融的时候还是非常谨慎小心的，虽然有生命但更高的逻辑其实是人造物，所以举个不恰当的例子就是必须遵守机器人三原则。在4里面玩具直接肆无忌惮的与人类发生冲突，譬如引导邦尼的爸爸妈妈去游乐场和臭鼬撞车的那一段，看的我非常不舒服，因为如果牡羊女这样有“自由意志”的玩具继续发展，结局必然是所有玩具被人类当作病毒和细菌清理。,1,0
1770,Bill,2013/5/14,461,4,那个啥，诺兰粉献礼作品是吧。如果有硬伤就不要逆转结局了，否则剧情搞得像美少女战士一样。,1,1
1773,同志亦凡人中文站,2013/8/21,147,4,这剪辑这节奏实在太炫目了，搞得好多硬伤都直接飞过。整部电影可以当作一场极尽华丽的障眼法，看完后虽然空虚但亢奋极了。卷毛你的语速是要突破三次元吗？,1,1
1775,咱说,2011/2/5,2005,4,本片最大的看点其实是用Angier和Borden的幻术竞争来影射历史上Edison和Tesla的直流电与交流电之争。《记忆碎片》、《致命魔术》和《盗梦空间》基本上一个套路嘛。如果Nolan拍片子总是用这种捣蒜的方式讲故事的话，看多了真觉得没啥意思了。,1,1
1776,束,2009/12/18,1738,4,这个片子有两个败点，其一：模式天才的胞弟出现太过唐突，显得有些老套；其二：用科幻成分作为支点，略显编剧底气不足。不过整体看来，属于上乘之作。,1,1
1777,薇羅尼卡,2007/3/6,1403,4,说穿了不管是孪生兄弟还是复制人，让他们对舞台上的成功如此痴迷的不过是观众脸上惊奇的表情和如雷的掌声。当我们一直生活在需要别人给予肯定的怪圈之下，我们就迷失了当初的自己。,1,1
1778,narcissus,2006/9/20,1099,5,"牛逼的导演用的是情节去告诉人细节,而不是台词 咱普通人也是一样 想牛逼就要做到这种境界 不说话同样让人佩服的要死!!!",1,1
1779,亵渎电影,2011/9/17,1032,5,重点是你从一开始就渴望被剧情欺骗，当你彻底陷入一场骗局，你看到的只是导演想让你看到的，这也是影片的伟大之处。诺兰对于观影情绪的把控和希区柯克是同一级别的！★★★★★,1,1
1780,daparo,2011/6/19,5826,5,後面有延續的結局才是perfect！！！而不是傻逼的在那個kiss的時候結束！,0,1
1782,爱之深,2011/6/28,2232,5,还好结局不是停在最后那一吻上，否则我给不了五颗星。希望在美好时停住，其实是内心脆弱的表现。从美好开始，延续下去，才饱含未来充满的坚强和希望的力量。谁的人生没有遗憾？但你要相信，在另一个世界，那些遗憾会被弥补。,1,1
1785,狮子人,2011/2/1,4955,5,嗨凶手，你也在看这部片吗？送给你的，杀人回忆,1,1
1786,南笙,2012/6/30,4036,4,想到真凶可能会若无其事坐在电影院里面，与电影最后一个镜头里宋康昊含泪的双眼四目相对就觉得好惊悚,0,1
1787,乖乖隆地洞,2019/4/7,1577,4,偏向于多人效仿作案，凶手不止一个。最后女学生是小白脸杀的可能性很大！言行逼供了三个人，只有小白脸最态度反抗、眼神一直有特写是充满恨意的，因为他并没有杀人还要被诬陷。出来后在酒馆喝酒，女学生从窗前走过也对他指点议论，让他觉得自己的名声已经彻底毁了洗不清了。所以最后警察媳妇和女学生同时出现他选了女学生。还有下手之前扶着树干的细嫩的手的特写。可能真的是出于报复——既然你们都觉得我是凶手那我就真杀个给你们...偏向于多人效仿作案，凶手不止一个。最后女学生是小白脸杀的可能性很大！言行逼供了三个人，只有小白脸最态度反抗、眼神一直有特写是充满恨意的，因为他并没有杀人还要被诬陷。出来后在酒馆喝酒，女学生从窗前走过也对他指点议论，让他觉得自己的名声已经彻底毁了洗不清了。所以最后警察媳妇和女学生同时出现他选了女学生。还有下手之前扶着树干的细嫩的手的特写。可能真的是出于报复——既然你们都觉得我是凶手那我就真杀个给你们看看。DNA对不上是因为之前那个真不是他杀的。还有开头第一个案件发生后男主抓了很多个“嫌疑犯”，这里有个细节，几乎每个人都是面目可憎凶神恶煞的。因为男主潜意识认为杀人犯就应该长成这样的气质和模样。然而结尾小女孩说凶手“就是个普通人啊”是个记不住长相过目就忘的路人。每个平平无奇的人背地里都可能是凶手。,1,1
1789,苏比,2008/7/16,955,4,拍得非常好，是不是传说里的评价太好了，我竟然有点小失望，一直到片尾也没满足。,0,1
1792,薛玉茗,2020/3/28,168,5,"一口气看完15集。
本来还在想故事里的人“如果当时……那会不会不一样”，后来想想也许自己也有被命运摆布而无从得知的时刻，就只剩下心惊了。
叙事手法很吸引人，Viu比三色真的大胆很多，这部台前幕后感觉都是金像奖预备役了。
P.S苏轼的诗是“庐山烟雨浙江潮”",1,1
1793,恩诺,2020/4/1,131,3,男主和男二看着就像女主的爸，总觉得是父女恋，就不能找三个年纪看起来差不多的人来演吗？,1,0
1794,發條菇,2020/3/29,89,5,第一次买超前点播（会员都已经不尊贵了） 但毫不后悔 也没有辜负近一年的等待 其实也并不觉得是罗生门来的 现生里没办法拥有上帝视角 拥有的记忆说到底都只是记住想记的而已（yoyo和黄靖的歌加分加分（构图还是一如既往舒服,1,1
1797,花儿果果,2010/8/11,1101,5,又是让我尖叫打滚的经典佳片！绅士又纯青的表演，奇妙而精巧的情节推进，幽默且风趣的细节，当然还有巧夺天工的结局！尽管后来的电影常常窥见模仿此处环节之处，但查尔斯劳顿、玛德琳黛德丽和比利怀尔德终究是无法复制的！,1,1
1798,影志,2013/5/6,794,5,抱着对法庭题材的偏见去看，没想到竟是一部够回味好几天的片子，不仅仅因为惊艳的结尾，整部戏就像让观者身临其境一样，思其所思、忧其所忧，黑洞一样的剧情吸引着人，最后把你完全裹住、迅速吞噬。演技、导演、编剧真是惊为天人。第一部怀德片。,1,1
1799,獨孤島主,2010/7/23,425,5,包括希治阁在内都无人如怀德那样完美结合幽默感与悬疑剧，一星半；再无人能复制表情帝劳顿永远廿五岁玛琳黛德丽及一班人等的演技贡献，一星半；后世汗牛充栋的推理侦探小说家用各种方式都无法企及阿婆的高度，两星整。,1,1
1800,shininglove,2013/9/27,7094,5,小人物，大成功。低成本，高票房。热电影，冷导演。旧模式，新包装。雅追求，俗定位。内棚衬，外景托。熟表演，生情境。远特效，近手持。慢推入，快剪辑。有利益，无朋友。左警察，右悍匪。正势力，恶交锋。假道德，真和谐。恩未报，怨已结。问有主，答无解。单兵战，双人桥。哭邻国，笑天朝。,1,1
1802,乌鸦火堂,2013/9/13,4948,5,这种题材的电影有漏洞在所难免，但韩国电影能做到这一步值得称赞，几乎是一间房子中的故事，格局却相当大，节奏紧张，剧情张力太强，舆论、媒体与政治的黑洞令人反思，结尾比搏击俱乐部还激进，美国估计都不敢拍，但韩国敢拍能拍。河正宇的独角戏太强大，五星。,1,1
1805,洞🕳️,2017/8/31,6541,4,潘粤明老师是不是该减减肥（但实力派不需要减肥？,1,1
